Date,TAVG,TMAX,TMIN,PRCP,SNOW,SNWD
7/16/01,,87,70,0,0,0
7/17/01,,87,75,0,0,0
7/18/01,,88,73,0.02,0,0
7/19/01,,90,73,0,0,0
7/20/01,,94,75,0,0,0
7/21/01,,93,75,0,0,0
7/22/01,,97,74,0.08,0,0
7/23/01,,95,74,0.39,0,0
7/24/01,,91,73,0.15,0,0
7/25/01,,78,68,1.83,0,0
7/26/01,,79,68,0,0,0
7/27/01,,78,65,0,0,0
7/28/01,,80,67,0.01,0,0
7/29/01,,91,73,0,0,0
7/30/01,,91,72,0,0,0
7/31/01,,96,76,0,0,0
8/1/01,,94,78,0,0,0
8/2/01,,83,73,3.58,0,0
8/3/01,,86,72,0,0,0
8/4/01,,85,68,0,0,0
8/5/01,,90,70,0,0,0
8/6/01,,93,71,0,0,0
8/7/01,,95,75,0,0,0
8/8/01,,94,78,0,0,0
8/9/01,,95,74,0.26,0,0
8/10/01,,78,69,0,0,0
8/11/01,,79,63,0,0,0
8/12/01,,85,63,0,0,0
8/13/01,,76,63,0.1,0,0
8/14/01,,78,59,0,0,0
8/15/01,,78,63,0.13,0,0
8/16/01,,71,65,0.53,0,0
8/17/01,,80,60,0,0,0
8/18/01,,71,64,0.32,0,0
8/19/01,,73,62,0.13,0,0
8/20/01,,79,59,0,0,0
8/21/01,,80,61,0.13,0,0
8/22/01,,88,71,0.03,0,0
8/23/01,,78,71,0,0,0
8/24/01,,81,69,0.14,0,0
8/25/01,,81,71,1.17,0,0
8/26/01,,82,70,0,0,0
8/27/01,,85,67,0,0,0
8/28/01,,80,64,0,0,0
8/29/01,,83,61,0,0,0
8/30/01,,87,70,0.53,0,0
8/31/01,,77,63,0.27,0,0
9/1/01,,67,58,0,0,0
9/2/01,,80,55,0,0,0
9/3/01,,86,64,0,0,0
9/4/01,,76,64,0,0,0
9/5/01,,78,61,0,0,0
9/6/01,,87,65,0.61,0,0
9/7/01,,89,70,0.02,0,0
9/8/01,,87,70,0,0,0
9/9/01,,75,57,0.67,0,0
9/10/01,,79,55,0,0,0
9/11/01,,80,55,0,0,0
9/12/01,,84,61,0,0,0
9/13/01,,70,60,0,0,0
9/14/01,,64,55,0,0,0
9/15/01,,67,55,0,0,0
9/16/01,,73,54,0,0,0
9/17/01,,69,58,0.16,0,0
9/18/01,,70,58,0.83,0,0
9/19/01,,69,59,0.63,0,0
9/20/01,,74,55,0.35,0,0
9/21/01,,68,58,0.05,0,0
9/22/01,,75,54,0,0,0
9/23/01,,68,51,0.58,0,0
9/24/01,,57,47,0,0,0
9/25/01,,59,43,0,0,0
9/26/01,,69,51,0,0,0
9/27/01,,63,47,0,0,0
9/28/01,,57,54,0,0,0
9/29/01,,65,50,0,0,0
9/30/01,,72,47,0,0,0
10/1/01,,78,52,0,0,0
10/2/01,,82,55,0,0,0
10/3/01,,80,57,0,0,0
10/4/01,,61,49,1.35,0,0
10/5/01,,53,42,0.27,0,0
10/6/01,,52,36,0,0,0
10/7/01,,53,32,0,0,0
10/8/01,,67,43,0,0,0
10/9/01,,74,55,0.02,0,0
10/10/01,,66,57,0.16,0,0
10/11/01,,65,53,0.1,0,0
10/12/01,,61,54,0.77,0,0
10/13/01,,69,57,1.93,0,0
10/14/01,,60,48,0.1,0,0
10/15/01,,53,44,0.1,0,0
10/16/01,,53,41,0.04,0,0
10/17/01,,52,35,0,0,0
10/18/01,,64,42,0,0,0
10/19/01,,62,48,0,0,0
10/20/01,,69,45,0,0,0
10/21/01,,66,55,0,0,0
10/22/01,,66,54,0.06,0,0
10/23/01,,66,59,0.61,0,0
10/24/01,,65,42,0.5,0,0
10/25/01,,42,36,0,0,0
10/26/01,,42,,0,0,0
10/27/01,,47,35,0,0,0
10/28/01,,54,33,0,0,0
10/29/01,,62,44,0,0,0
10/30/01,,53,48,0.03,0,0
10/31/01,,69,50,0,0,0
11/1/01,,67,58,0,0,0
11/2/01,,66,48,0.12,0,0
11/3/01,,67,41,0,0,0
11/4/01,,62,41,0,0,0
11/5/01,,56,36,0,0,0
11/6/01,,63,39,0,0,0
11/7/01,,72,47,0,0,0
11/8/01,,59,35,0,0,0
11/9/01,,53,32,0,0,0
11/10/01,,62,40,0,0,0
11/11/01,,51,39,0,0,0
11/12/01,,57,35,0,0,0
11/13/01,,64,45,0.01,0,0
11/14/01,,63,51,0.14,0,0
11/15/01,,69,54,0,0,0
11/16/01,,63,48,0,0,0
11/17/01,,65,42,0,0,0
11/18/01,,64,50,0.03,0,0
11/19/01,,58,37,0.08,0,0
11/20/01,,43,30,0,0,0
11/21/01,,55,36,0,0,0
11/22/01,,57,39,0,0,0
11/23/01,,60,47,0,0,0
11/24/01,,65,50,0.29,0,0
11/25/01,,50,43,0.12,0,0
11/26/01,,52,40,0.12,0,0
11/27/01,,53,37,0,0,0
11/28/01,,44,36,0.14,0,0
11/29/01,,46,41,0.25,0,0
11/30/01,,50,42,0.39,0,0
12/1/01,,42,35,0.05,0,0
12/2/01,,54,33,0,0,0
12/3/01,,57,43,0,0,0
12/4/01,,64,53,0,0,0
12/5/01,,68,47,0.07,0,0
12/6/01,,52,39,0,0,0
12/7/01,,47,35,0,0,0
12/8/01,,48,32,0,0,0
12/9/01,,42,26,0,0,0
12/10/01,,48,30,0,0,0
12/11/01,,48,29,0,0,0
12/12/01,,48,42,0.2,0,0
12/13/01,,47,32,0.01,0,0
12/14/01,,41,32,0.24,0,0
12/15/01,,41,33,0,0,0
12/16/01,,47,41,0.2,0,0
12/17/01,,47,35,0.1,0,0
12/18/01,,48,31,0,0,0
12/19/01,,41,32,0.11,0.2,0
12/20/01,,42,28,0,0,0
12/21/01,,42,25,0,0,0
12/22/01,,49,35,0.13,0,0
12/23/01,,35,22,0.01,0.4,0
12/24/01,,22,16,0,0.2,0
12/25/01,,24,13,0,0.1,0
12/26/01,,19,11,0.01,0.3,1
12/27/01,,29,19,0,0.2,1
12/28/01,,26,19,0,0,0
12/29/01,,20,10,0,0,0
12/30/01,,20,7,0,0,0
12/31/01,,23,9,0,0,0
1/1/02,,28,11,0,0,0
1/2/02,,32,15,0,0,0
1/3/02,,30,14,0,0,0
1/4/02,,40,20,0,0,0
1/5/02,,38,29,0.03,0.5,1
1/6/02,,38,26,0,0,0
1/7/02,,30,17,0,0,0
1/8/02,,42,23,0,0,0
1/9/02,,56,38,0,0,0
1/10/02,,47,35,0,0,0
1/11/02,,43,33,0,0,0
1/12/02,,43,31,0,0,0
1/13/02,,42,25,0,0,0
1/14/02,,42,34,0.03,0,0
1/15/02,,35,31,0,0,0
1/16/02,,35,26,0.26,3.3,3
1/17/02,,27,14,0,0,2
1/18/02,,25,15,0,0,2
1/19/02,,32,16,0,0,2
1/20/02,,37,24,0,0,1
1/21/02,,35,30,0.04,0.6,1
1/22/02,,56,32,0.04,0,0
1/23/02,,50,38,0,0,0
1/24/02,,41,32,0,0,0
1/25/02,,51,29,0,0,0
1/26/02,,55,34,0,0,0
1/27/02,,61,37,0,0,0
1/28/02,,53,38,0,0,0
1/29/02,,39,34,0,0,0
1/30/02,,34,31,0.67,5.7,6
1/31/02,,36,31,0.7,5,9
2/1/02,,36,22,0,0,7
2/2/02,,34,15,0,0,7
2/3/02,,36,23,0,0,6
2/4/02,,26,14,0,0,5
2/5/02,,33,13,0,0,5
2/6/02,,37,21,0,0,4
2/7/02,,40,25,0,0,4
2/8/02,,42,31,0,0,4
2/9/02,,53,34,0,0,2
2/10/02,,48,29,0.04,0,0
2/11/02,,39,22,0,0,0
2/12/02,,43,28,0,0,0
2/13/02,,34,19,0,0,0
2/14/02,,46,29,0,0,0
2/15/02,,42,36,0,0,0
2/16/02,,43,33,0,0,0
2/17/02,,38,28,0,0,0
2/18/02,,51,29,0,0,0
2/19/02,,47,40,0.36,0,0
2/20/02,,55,35,0.2,0,0
2/21/02,,35,31,0,0,0
2/22/02,,39,24,0,0,0
2/23/02,,48,27,0,0,0
2/24/02,,61,38,0,0,0
2/25/02,,52,32,0.03,0,0
2/26/02,,33,20,0.15,1.6,1
2/27/02,,26,17,0,0,1
2/28/02,,32,15,0,0,0
3/1/02,,35,23,0.23,2.3,2
3/2/02,,35,23,0.97,8.2,7
3/3/02,,23,2,0.03,0.4,8
3/4/02,,20,-4,0.01,0.4,6
3/5/02,,34,16,0,0,3
3/6/02,,46,33,0,0,2
3/7/02,,43,34,0,0,1
3/8/02,,64,43,0.28,0,0
3/9/02,,63,22,0.85,0,0
3/10/02,,29,16,0,0,0
3/11/02,,45,23,0,0,0
3/12/02,,53,32,0,0,0
3/13/02,,59,36,0,0,0
3/14/02,,65,39,0,0,0
3/15/02,,60,36,0,0,0
3/16/02,,41,33,0,0,0
3/17/02,,40,35,0.01,0,0
3/18/02,,46,37,0,0,0
3/19/02,,49,36,0.05,0,0
3/20/02,,46,35,0.02,0,0
3/21/02,,39,18,0.05,0.3,0
3/22/02,,38,15,0,0,0
3/23/02,,53,27,0,0,0
3/24/02,,41,29,0,0,0
3/25/02,,32,25,0.14,1.1,1
3/26/02,,36,26,0.04,0.5,2
3/27/02,,46,24,0,0,0
3/28/02,,49,32,0,0,0
3/29/02,,46,37,0.33,0,0
3/30/02,,52,37,0,0,0
3/31/02,,50,32,0.01,0,0
4/1/02,,43,28,0.25,0.7,1
4/2/02,,47,36,0.26,0,0
4/3/02,,42,30,0,0,0
4/4/02,,39,31,0,0.1,0
4/5/02,,42,27,0,0,0
4/6/02,,44,26,0,0,0
4/7/02,,50,36,0.36,0,0
4/8/02,,55,46,1.38,0,0
4/9/02,,48,38,0.05,0,0
4/10/02,,65,37,0,0,0
4/11/02,,76,50,0,0,0
4/12/02,,66,47,0,0,0
4/13/02,,64,44,0,0,0
4/14/02,,77,46,0,0,0
4/15/02,,89,65,0,0,0
4/16/02,,88,67,0,0,0
4/17/02,,85,66,0.17,0,0
4/18/02,,89,68,0.03,0,0
4/19/02,,70,45,0.76,0,0
4/20/02,,48,41,0.26,0,0
4/21/02,,43,39,0.37,0,0
4/22/02,,45,37,0,0,0
4/23/02,,61,35,0,0,0
4/24/02,,74,44,0.48,0,0
4/25/02,,55,38,0,0,0
4/26/02,,50,38,0,0,0
4/27/02,,57,44,0.8,0,0
4/28/02,,60,42,0,0,0
4/29/02,,61,42,0,0,0
4/30/02,,60,51,0,0,0
5/1/02,,62,45,0.13,0,0
5/2/02,,55,45,0,0,0
5/3/02,,53,39,0,0,0
5/4/02,,69,39,0,0,0
5/5/02,,73,50,0,0,0
5/6/02,,75,60,0.43,0,0
5/7/02,,67,45,0,0,0
5/8/02,,66,46,0.65,0,0
5/9/02,,67,49,0.49,0,0
5/10/02,,67,45,0,0,0
5/11/02,,57,46,2.61,0,0
5/12/02,,57,46,0.32,0,0
5/13/02,,58,44,0,0,0
5/14/02,,65,43,0,0,0
5/15/02,,76,45,0,0,0
5/16/02,,67,44,0.6,0,0
5/17/02,,45,37,0,0,0
5/18/02,,53,34,0,0,0
5/19/02,,55,41,0.05,0,0
5/20/02,,49,37,0,0,0
5/21/02,,57,34,0,0,0
5/22/02,,68,45,0,0,0
5/23/02,,73,55,0.25,0,0
5/24/02,,64,44,0.05,0,0
5/25/02,,60,44,0.25,0,0
5/26/02,,74,42,0,0,0
5/27/02,,77,56,0,0,0
5/28/02,,78,61,0.01,0,0
5/29/02,,84,66,0,0,0
5/30/02,,86,67,0,0,0
5/31/02,,86,69,0,0,0
6/1/02,,93,64,0,0,0
6/2/02,,74,56,0,0,0
6/3/02,,76,56,0.03,0,0
6/4/02,,72,60,0.72,0,0
6/5/02,,66,50,0.01,0,0
6/6/02,,66,51,0,0,0
6/7/02,,79,53,0,0,0
6/8/02,,84,60,0,0,0
6/9/02,,89,65,0,0,0
6/10/02,,91,71,1.9,0,0
6/11/02,,84,70,0.02,0,0
6/12/02,,71,59,0,0,0
6/13/02,,64,58,0.28,0,0
6/14/02,,68,56,0.9,0,0
6/15/02,,79,56,0,0,0
6/16/02,,78,56,0,0,0
6/17/02,,80,60,0.04,0,0
6/18/02,,84,60,0,0,0
6/19/02,,86,68,0,0,0
6/20/02,,93,75,0,0,0
6/21/02,,89,75,0,0,0
6/22/02,,93,70,0,0,0
6/23/02,,93,74,0,0,0
6/24/02,,93,72,0,0,0
6/25/02,,87,74,0.14,0,0
6/26/02,,87,70,0.25,0,0
6/27/02,,83,68,0,0,0
6/28/02,,84,64,0,0,0
6/29/02,,88,67,0,0,0
6/30/02,,94,74,0,0,0
7/1/02,,94,77,0,0,0
7/2/02,,95,77,0,0,0
7/3/02,,96,76,0,0,0
7/4/02,,91,73,0.26,0,0
7/5/02,,81,71,0,0,0
7/6/02,,85,70,0,0,0
7/7/02,,90,70,0,0,0
7/8/02,,95,75,0.01,0,0
7/9/02,,86,70,0.51,0,0
7/10/02,,79,70,0,0,0
7/11/02,,76,67,0,0,0
7/12/02,,78,63,0,0,0
7/13/02,,81,61,0,0,0
7/14/02,,88,61,0,0,0
7/15/02,,89,65,0,0,0
7/16/02,,91,72,0,0,0
7/17/02,,90,72,0,0,0
7/18/02,,91,74,0,0,0
7/19/02,,83,73,0,0,0
7/20/02,,92,68,0,0,0
7/21/02,,98,80,0,0,0
7/22/02,,91,78,0,0,0
7/23/02,,79,69,0,0,0
7/24/02,,78,68,0,0,0
7/25/02,,81,68,0,0,0
7/26/02,,88,74,0,0,0
7/27/02,,92,72,0.29,0,0
7/28/02,,89,76,0,0,0
7/29/02,,87,73,0.05,0,0
7/30/02,,94,70,0,0,0
7/31/02,,96,75,0,0,0
8/1/02,,95,77,0,0,0
8/2/02,,82,70,0.05,0,0
8/3/02,,90,68,0,0,0
8/4/02,,91,74,0.34,0,0
8/5/02,,85,71,0.03,0,0
8/6/02,,75,66,0,0,0
8/7/02,,76,64,0,0,0
8/8/02,,80,66,0,0,0
8/9/02,,84,65,0,0,0
8/10/02,,91,67,0,0,0
8/11/02,,94,72,0,0,0
8/12/02,,92,71,0,0,0
8/13/02,,89,69,0.8,0,0
8/14/02,,79,67,0,0,0
8/15/02,,88,65,0,0,0
8/16/02,,80,72,0.2,0,0
8/17/02,,88,68,0,0,0
8/18/02,,82,59,0,0,0
8/19/02,,75,63,0.3,0,0
8/20/02,,76,59,0,0,0
8/21/02,,89,66,0,0,0
8/22/02,,82,69,1.84,0,0
8/23/02,,78,70,0.5,0,0
8/24/02,,81,69,0,0,0
8/25/02,,84,67,0,0,0
8/26/02,,83,70,0,0,0
8/27/02,,84,70,0,0,0
8/28/02,,79,69,0,0,0
8/29/02,,80,67,0,0,0
8/30/02,,83,67,0,0,0
8/31/02,,84,67,0,0,0
9/1/02,,87,68,0,0,0
9/2/02,,84,67,0.43,0,0
9/3/02,,82,68,0,0,0
9/4/02,,85,62,0,0,0
9/5/02,,84,66,0,0,0
9/6/02,,88,64,0,0,0
9/7/02,,91,64,0,0,0
9/8/02,,94,68,0,0,0
9/9/02,,92,72,0,0,0
9/10/02,,91,66,0.15,0,0
9/11/02,,75,59,0,0,0
9/12/02,,80,56,0,0,0
9/13/02,,80,59,0,0,0
9/14/02,,86,61,0,0,0
9/15/02,,72,56,0,0,0
9/16/02,,79,52,0,0,0
9/17/02,,80,57,0,0,0
9/18/02,,82,64,0.26,0,0
9/19/02,,83,72,0.25,0,0
9/20/02,,73,64,0.39,0,0
9/21/02,,82,59,0,0,0
9/22/02,,68,50,0.22,0,0
9/23/02,,71,46,0,0,0
9/24/02,,62,44,0,0,0
9/25/02,,75,48,0,0,0
9/26/02,,77,53,0,0,0
9/27/02,,68,53,0,0,0
9/28/02,,76,52,0,0,0
9/29/02,,86,63,0.2,0,0
9/30/02,,86,66,0,0,0
10/1/02,,82,69,0,0,0
10/2/02,,74,63,0.15,0,0
10/3/02,,65,60,0,0,0
10/4/02,,73,55,1.03,0,0
10/5/02,,64,47,0,0,0
10/6/02,,71,48,0,0,0
10/7/02,,56,43,0,0,0
10/8/02,,67,47,0,0,0
10/9/02,,68,50,0,0,0
10/10/02,,74,52,0,0,0
10/11/02,,73,53,0,0,0
10/12/02,,73,50,0.25,0,0
10/13/02,,50,38,0,0,0
10/14/02,,58,35,0,0,0
10/15/02,,60,40,0,0,0
10/16/02,,50,38,0.01,0,0
10/17/02,,46,38,0.09,0,0
10/18/02,,61,38,0.12,0,0
10/19/02,,55,37,0,0,0
10/20/02,,53,33,0,0,0
10/21/02,,57,39,0,0,0
10/22/02,,53,41,0,0,0
10/23/02,,47,41,0.04,0,0
10/24/02,,47,42,0.04,0,0
10/25/02,,48,41,0.32,0,0
10/26/02,,48,39,0,0,0
10/27/02,,46,37,0,0,0
10/28/02,,50,42,0.01,0,0
10/29/02,,47,42,0.01,0,0
10/30/02,,48,41,0,0,0
10/31/02,,50,33,0,0,0
11/1/02,,39,26,0,0,0
11/2/02,,47,29,0,0,0
11/3/02,,46,29,0.01,0,0
11/4/02,,47,32,0,0,0
11/5/02,,41,35,0.21,0,0
11/6/02,,42,36,0,0,0
11/7/02,,58,32,0,0,0
11/8/02,,64,47,0,0,0
11/9/02,,63,53,0.35,0,0
11/10/02,,62,42,0,0,0
11/11/02,,42,36,0.02,0,0
11/12/02,,44,36,0,0,0
11/13/02,,56,35,0,0,0
11/14/02,,56,41,0.26,0,0
11/15/02,,42,36,0.01,0,0
11/16/02,,36,32,0,0,0
11/17/02,,39,29,0.04,1.7,0
11/18/02,,46,28,0.1,0,0
11/19/02,,53,33,0.01,0,0
11/20/02,,55,42,0,0,0
11/21/02,,45,36,0.2,0,0
11/22/02,,39,28,0,0,0
11/23/02,,47,30,0,0,0
11/24/02,,40,27,0.09,1.1,1
11/25/02,,31,22,0,0,0
11/26/02,,29,22,0.16,2.1,2
11/27/02,,31,16,0,0,2
11/28/02,,35,18,0,0,2
11/29/02,,47,35,0,0,0
11/30/02,,41,18,0.01,0.4,0
12/1/02,,36,14,0,0,0
12/2/02,,36,25,0.17,4.1,4
12/3/02,,26,17,0.02,1.1,5
12/4/02,,28,18,0,0,2
12/5/02,,27,16,0,0,2
12/6/02,,31,10,0,0,2
12/7/02,,42,28,0,0,1
12/8/02,,32,19,0,0,1
12/9/02,,31,15,0,0,1
12/10/02,,44,25,0,0,0
12/11/02,,44,25,0,0,0
12/12/02,,38,30,0,0,0
12/13/02,,40,34,0,0,0
12/14/02,,37,31,0,0,0
12/15/02,,46,33,0,0,0
12/16/02,,33,28,0,0,0
12/17/02,,37,28,0.03,0,0
12/18/02,,55,37,1.06,0,0
12/19/02,,55,36,0,0,0
12/20/02,,36,30,0,0,0
12/21/02,,35,29,0,0,0
12/22/02,,32,25,0,0,0
12/23/02,,33,24,0,0,0
12/24/02,,32,22,0.13,1.8,2
12/25/02,,30,24,0.12,2,4
12/26/02,,28,18,0,0,3
12/27/02,,33,18,0,0,3
12/28/02,,33,27,0,0,2
12/29/02,,42,25,0,0,1
12/30/02,,60,38,0,0,0
12/31/02,,42,31,0,0,0
1/1/03,,34,30,0,0,0
1/2/03,,31,28,0.01,0.2,0
1/3/03,,35,24,0,0,0
1/4/03,,33,20,0.05,0.9,1
1/5/03,,33,30,0.06,0.2,2
1/6/03,,33,25,0,0,1
1/7/03,,45,25,0,0,0
1/8/03,,54,37,0,0,0
1/9/03,,42,29,0,0,0
1/10/03,,29,14,0,0.2,0
1/11/03,,20,9,0,0,0
1/12/03,,32,11,0,0,0
1/13/03,,29,19,0,0.1,0
1/14/03,,19,10,0.03,0.7,1
1/15/03,,22,5,0,0,1
1/16/03,,26,16,0,0,0
1/17/03,,24,11,0,0,0
1/18/03,,21,6,0.03,1.2,1
1/19/03,,29,3,0,0,1
1/20/03,,24,14,0,0,1
1/21/03,,19,8,0,0,1
1/22/03,,15,4,0,0,0
1/23/03,,12,-3,0,0,0
1/24/03,,17,3,0,0,0
1/25/03,,35,15,0.03,0.4,0
1/26/03,,21,5,0.02,0.5,1
1/27/03,,19,0,0,0,1
1/28/03,,33,19,0.12,1.8,2
1/29/03,,29,21,0,0,2
1/30/03,,31,23,0,0,2
1/31/03,,36,31,0.1,0.4,0
2/1/03,,34,32,0,0,0
2/2/03,,37,34,0.01,0,0
2/3/03,,45,33,0.05,0,0
2/4/03,,33,11,0,0,0
2/5/03,,27,8,0,0,0
2/6/03,,34,17,0,0,0
2/7/03,,18,9,0,0,0
2/8/03,,31,11,0,0,0
2/9/03,,26,7,0,0,0
2/10/03,,30,11,0,0,0
2/11/03,,32,7,0.03,0.5,1
2/12/03,,22,5,0,0,0
2/13/03,,32,13,0,0,0
2/14/03,,35,19,0.13,2.4,2
2/15/03,,29,19,0,0,2
2/16/03,,26,18,0,0,1
2/17/03,,32,21,0,0,1
2/18/03,,36,25,0,0,0
2/19/03,,40,26,0,0,0
2/20/03,,50,28,0,0,0
2/21/03,,48,28,0,0,0
2/22/03,,35,22,0,0,0
2/23/03,,27,13,0,0,0
2/24/03,,24,8,0.03,0.8,1
2/25/03,,19,3,0,0,1
2/26/03,,29,13,0,0,0
2/27/03,,31,16,0,0,0
2/28/03,,40,18,0,0,0
3/1/03,,38,28,0,0,0
3/2/03,,32,14,0.02,0.3,0
3/3/03,,32,12,0.09,1.3,1
3/4/03,,35,25,0.34,3.7,4
3/5/03,,26,22,0.22,2.6,6
3/6/03,,29,19,0.07,1.1,4
3/7/03,,36,23,0,0,3
3/8/03,,44,15,0.13,0,3
3/9/03,,15,8,0,0,3
3/10/03,,21,5,0,0,2
3/11/03,,44,18,0,0,2
3/12/03,,45,34,0,0,0
3/13/03,,35,29,0.04,0,0
3/14/03,,55,27,0,0,0
3/15/03,,52,34,0,0,0
3/16/03,,68,44,0,0,0
3/17/03,,72,42,0,0,0
3/18/03,,48,39,0,0,0
3/19/03,,49,39,0.13,0,0
3/20/03,,65,44,0.54,0,0
3/21/03,,52,39,0.02,0,0
3/22/03,,47,39,0,0,0
3/23/03,,63,43,0,0,0
3/24/03,,76,47,0.03,0,0
3/25/03,,60,44,0.06,0,0
3/26/03,,62,36,0,0,0
3/27/03,,66,42,0,0,0
3/28/03,,63,37,0.36,0,0
3/29/03,,39,31,0,0,0
3/30/03,,43,26,0,0,0
3/31/03,,56,28,0.06,0,0
4/1/03,,81,46,0,0,0
4/2/03,,73,42,0,0,0
4/3/03,,52,40,0.35,0,0
4/4/03,,42,33,1.46,0,0
4/5/03,,35,27,0,0,0
4/6/03,,39,31,0,0,0
4/7/03,,36,30,0.25,2.9,2
4/8/03,,34,32,0,0,2
4/9/03,,44,31,0,0,0
4/10/03,,56,29,0,0,0
4/11/03,,69,35,0,0,0
4/12/03,,49,37,0,0,0
4/13/03,,66,34,0,0,0
4/14/03,,85,51,0,0,0
4/15/03,,86,62,0,0,0
4/16/03,,68,45,0,0,0
4/17/03,,49,41,0.02,0,0
4/18/03,,48,39,0,0,0
4/19/03,,80,43,0,0,0
4/20/03,,70,50,0.12,0,0
4/21/03,,51,43,0.02,0,0
4/22/03,,53,39,0,0,0
4/23/03,,54,36,0,0,0
4/24/03,,60,39,0,0,0
4/25/03,,59,43,0,0,0
4/26/03,,57,40,0,0,0
4/27/03,,75,39,0,0,0
4/28/03,,74,56,0,0,0
4/29/03,,68,47,0.03,0,0
4/30/03,,69,47,1.19,0,0
5/1/03,,55,46,1.18,0,0
5/2/03,,53,40,0,0,0
5/3/03,,57,39,0,0,0
5/4/03,,60,41,1.11,0,0
5/5/03,,72,53,0,0,0
5/6/03,,68,50,0.11,0,0
5/7/03,,65,49,0.01,0,0
5/8/03,,62,49,0.4,0,0
5/9/03,,85,54,0.95,0,0
5/10/03,,74,59,0.64,0,0
5/11/03,,70,50,0.1,0,0
5/12/03,,67,51,0,0,0
5/13/03,,73,48,0,0,0
5/14/03,,59,49,0.26,0,0
5/15/03,,55,47,0,0,0
5/16/03,,64,50,0,0,0
5/17/03,,69,51,0,0,0
5/18/03,,71,51,0,0,0
5/19/03,,74,60,0.8,0,0
5/20/03,,68,50,0.09,0,0
5/21/03,,57,46,0,0,0
5/22/03,,61,44,0,0,0
5/23/03,,64,47,0.02,0,0
5/24/03,,71,45,0,0,0
5/25/03,,66,50,0,0,0
5/26/03,,70,48,0,0,0
5/27/03,,73,51,0,0,0
5/28/03,,71,57,0.15,0,0
5/29/03,,67,52,0,0,0
5/30/03,,71,50,0.94,0,0
5/31/03,,58,44,0,0,0
6/1/03,,62,39,0,0,0
6/2/03,,68,45,0.15,0,0
6/3/03,,62,52,0.21,0,0
6/4/03,,68,54,0,0,0
6/5/03,,78,49,0,0,0
6/6/03,,72,56,0.1,0,0
6/7/03,,77,59,0,0,0
6/8/03,,70,58,0.2,0,0
6/9/03,,77,55,0,0,0
6/10/03,,77,60,0.08,0,0
6/11/03,,69,54,0,0,0
6/12/03,,70,56,0,0,0
6/13/03,,69,60,0,0,0
6/14/03,,77,56,0,0,0
6/15/03,,77,58,0,0,0
6/16/03,,78,58,0,0,0
6/17/03,,79,56,0,0,0
6/18/03,,90,61,0.35,0,0
6/19/03,,68,54,0,0,0
6/20/03,,73,50,0,0,0
6/21/03,,79,52,0,0,0
6/22/03,,85,61,0,0,0
6/23/03,,89,65,0,0,0
6/24/03,,93,71,0,0,0
6/25/03,,93,73,0,0,0
6/26/03,,75,62,0.52,0,0
6/27/03,,83,58,0,0,0
6/28/03,,82,66,0.08,0,0
6/29/03,,82,64,0,0,0
6/30/03,,85,63,0,0,0
7/1/03,,85,66,0,0,0
7/2/03,,87,65,0,0,0
7/3/03,,93,72,0.02,0,0
7/4/03,,94,77,0,0,0
7/5/03,,88,69,0.7,0,0
7/6/03,,89,68,0.7,0,0
7/7/03,,89,70,0.6,0,0
7/8/03,,78,65,0.37,0,0
7/9/03,,74,65,0.12,0,0
7/10/03,,82,63,0.1,0,0
7/11/03,,76,61,0.04,0,0
7/12/03,,80,61,0,0,0
7/13/03,,83,62,0,0,0
7/14/03,,85,65,0,0,0
7/15/03,,87,68,1.36,0,0
7/16/03,,82,62,0,0,0
7/17/03,,87,67,0.77,0,0
7/18/03,,73,62,0,0,0
7/19/03,,83,57,0,0,0
7/20/03,,87,67,1.28,0,0
7/21/03,,83,66,0.25,0,0
7/22/03,,73,64,0,0,0
7/23/03,,75,60,0,0,0
7/24/03,,79,57,0,0,0
7/25/03,,83,62,0,0,0
7/26/03,,84,69,0,0,0
7/27/03,,82,67,0.2,0,0
7/28/03,,75,60,0.21,0,0
7/29/03,,81,57,0,0,0
7/30/03,,82,62,0,0,0
7/31/03,,86,67,0,0,0
8/1/03,,88,66,0.57,0,0
8/2/03,,85,64,0,0,0
8/3/03,,82,65,0.15,0,0
8/4/03,,77,64,0,0,0
8/5/03,,80,63,0,0,0
8/6/03,,83,69,0.05,0,0
8/7/03,,81,68,0,0,0
8/8/03,,78,67,0.01,0,0
8/9/03,,77,64,0.1,0,0
8/10/03,,82,63,0,0,0
8/11/03,,76,63,0.31,0,0
8/12/03,,76,68,0,0,0
8/13/03,,81,68,0,0,0
8/14/03,,85,71,0.01,0,0
8/15/03,,90,73,0,0,0
8/16/03,,92,74,0,0,0
8/17/03,,84,73,0,0,0
8/18/03,,84,68,0,0,0
8/19/03,,83,65,0,0,0
8/20/03,,90,67,0,0,0
8/21/03,,97,75,0,0,0
8/22/03,,80,68,0,0,0
8/23/03,,80,64,0,0,0
8/24/03,,87,65,0,0,0
8/25/03,,94,72,0,0,0
8/26/03,,92,74,0.08,0,0
8/27/03,,86,69,0,0,0
8/28/03,,93,68,0,0,0
8/29/03,,80,70,0.51,0,0
8/30/03,,73,66,0,0,0
8/31/03,,70,62,0.46,0,0
9/1/03,,66,62,0.95,0,0
9/2/03,,72,63,0,0,0
9/3/03,,82,61,0,0,0
9/4/03,,72,59,0,0,0
9/5/03,,73,53,0,0,0
9/6/03,,80,54,0,0,0
9/7/03,,85,61,0,0,0
9/8/03,,82,66,0,0,0
